nixpkgs._0verkill                                                      0verkill-unstable-2011-01-13
nixpkgs.hunspellDicts.en-gb-ise                                        hunspell-dict-en-gb-ise-wordlist-2018.04.16
nixpkgs.hunspellDicts.en_GB-ize                                        hunspell-dict-en-gb-ize-wordlist-2018.04.16
nixpkgs.hunspellDicts.en-gb-ize                                        hunspell-dict-en-gb-ize-wordlist-2018.04.16
nixpkgs.hunspellDicts.en_GB-large                                      hunspell-dict-en-gb-large-wordlist-2018.04.16
nixpkgs.hunspellDicts.en-gb-large                                      hunspell-dict-en-gb-large-wordlist-2018.04.16
nixpkgs.hunspellDicts.en-us-large                                      hunspell-dict-en-us-large-wordlist-2018.04.16
nixpkgs.hunspellDicts.en_US-large                                      hunspell-dict-en-us-large-wordlist-2018.04.16
nixpkgs.hunspellDicts.en-us                                            hunspell-dict-en-us-wordlist-2018.04.16
nixpkgs.hunspellDicts.en_US                                            hunspell-dict-en-us-wordlist-2018.04.16
nixpkgs.hunspellDicts.es-any                                           hunspell-dict-es-any-rla-2.2
nixpkgs.hunspellDicts.es_ANY                                           hunspell-dict-es-any-rla-2.2
nixpkgs.hunspellDicts.es-ar                                            hunspell-dict-es-ar-rla-2.2
nixpkgs.hunspellDicts.es_AR                                            hunspell-dict-es-ar-rla-2.2
nixpkgs.hunspellDicts.es-bo                                            hunspell-dict-es-bo-rla-2.2
nixpkgs.hunspellDicts.es_BO                                            hunspell-dict-es-bo-rla-2.2
nixpkgs.hunspellDicts.es-cl                                            hunspell-dict-es-cl-rla-2.2
nixpkgs.hunspellDicts.es_CL                                            hunspell-dict-es-cl-rla-2.2
nixpkgs.hunspellDicts.es-co                                            hunspell-dict-es-co-rla-2.2
nixpkgs.hunspellDicts.es_CO                                            hunspell-dict-es-co-rla-2.2
nixpkgs.hunspellDicts.es-cr                                            hunspell-dict-es-cr-rla-2.2
nixpkgs.hunspellDicts.es_CR                                            hunspell-dict-es-cr-rla-2.2
nixpkgs.hunspellDicts.es_CU                                            hunspell-dict-es-cu-rla-2.2
nixpkgs.hunspellDicts.es-cu                                            hunspell-dict-es-cu-rla-2.2
